Field,Experience,Location,Company Size,Salary,URL
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,20 - 25 triệu,https://www.topcv.vn/viec-lam/3dcg-animation/1651425.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Thương mại điện tử,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/project-manager-tech-lead/1653313.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Sản xuất,Dưới 1 năm,"Bình Thuận, Đồng Nai",100-499 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-qa-qc/579906.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/matbao/tuyen-dung/security-operations-center-senior-chuyen-vien-giam-sat-bao-mat-an-ninh-thong-tin-j1579897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Sản xuất,2 năm,Hà Nội,25-99 nhân viên,25 - 35 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-dieu-hanh-an-ninh-mang/1652299.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Thương mại điện tử,Trên 5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/project-owne-po/1653304.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Tài chính,Trên 5 năm,Hà Nội,10000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/project-manager/1652522.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355195
Marketing / Truyền thông / Quảng cáo,2 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-2d/1437285.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Trên 5 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/technical-leader/1652499.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/fresher-global-sales-it-b2b/1391934.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Không yêu cầu,Đà Nẵng,25-99 nhân viên,"700 - 1,500 USD",https://www.topcv.vn/viec-lam/visual-design/1290920.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-graphic-designer-di-lam-ngay/1651949.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Trên 5 năm,Hồ Chí Minh,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/qa-technical-leader-t03/1652437.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Nhà hàng / Khách sạn,1 năm,Hà Nội,100-499 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin/1489666.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/business-solution-consultant-fluent-in-english/1651825.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Nhà hàng / Khách sạn,Dưới 1 năm,Hà Nội,100-499 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-graphic-design/1459194.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,10-24 nhân viên,9 - 10 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1339540.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
In ấn / Xuất bản,4 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-monetization-game/1606108.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Thương mại điện tử,Dưới 1 năm,Hồ Chí Minh & 4 nơi khác,500-1000 nhân viên,10 - 40 triệu,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phan-mem-doanh-nghiep/1547192.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
In ấn / Xuất bản,2 năm,Hà Nội,100-499 nhân viên,9 - 23 triệu,https://www.topcv.vn/viec-lam/game-developer/789626.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,5 năm,Hà Nội,25-99 nhân viên,20 - 50 triệu,https://www.topcv.vn/viec-lam/senior-backend-developer/1518148.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Thiết kế / kiến trúc,1 năm,Hà Nội,25-99 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/pod-designer-tu-1-nam-kinh-nghiem/1651589.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/sales-it-business-development-topik-5-6/1116383.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Hà Nội,100-499 nhân viên,9 - 11 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer/1310131.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Bán lẻ - Hàng tiêu dùng - FMCG,3 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ky-su-phan-mem-tu-3-nam-kinh-nghiem/1600215.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/technical-leader-golang/1571153.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,15 - 30 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/1362342.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Khác,5 năm,Hồ Chí Minh,25-99 nhân viên,Tới 40 triệu,https://www.topcv.vn/viec-lam/illustrator/1601153.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,2 năm,"Hà Nội, Nhật Bản",100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/pre-sales-it-outsourcing-thi-truong-nhat-ban/1606436.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,5 năm,Đà Nẵng,100-499 nhân viên,Tới 60 triệu,https://www.topcv.vn/viec-lam/technical-leader-c/1579978.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,4 năm,Hà Nội,100-499 nhân viên,Tới 40 triệu,https://www.topcv.vn/viec-lam/senior-ruby-on-rails-developer/1652235.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/reverse-engineer/1652226.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Giáo dục / Đào tạo,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/giang-vien-cong-nghe-thong-tin/1652221.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Bảo trì / Sửa chữa,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/ky-thuat-vien-tho-ep-kinh-dien-thoai/1650831.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Thương mại tổng hợp,2 năm,Hà Nội,25-99 nhân viên,12 - 30 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-erp/1651505.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
In ấn / Xuất bản,1 năm,Bắc Ninh,10-24 nhân viên,9 - 11 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-xu-ly-tep-in-truoc/1602621.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Bảo trì / Sửa chữa,1 năm,Hồ Chí Minh,25-99 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/tho-sua-chua-dien-thoai-laptop-macbook/1650795.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Tài chính,3 năm,Hà Nội,10000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/vuejs-developer/1232647.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Marketing / Truyền thông / Quảng cáo,Không yêu cầu,Hồ Chí Minh,1000+ nhân viên,6 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-website/1555112.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Giáo dục / Đào tạo,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1652186.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Bất động sản,2 năm,Thừa Thiên Huế,100-499 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-graphic-designer/1651396.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,2 năm,Hồ Chí Minh,25-99 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/java-developer/1652144.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-thi-truong-sales-b2b/1652126.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Viễn thông,1 năm,Hà Nội,25-99 nhân viên,20 - 40 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-dich-vu-vien-thong/1500395.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,100-499 nhân viên,11 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1652957.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Khác,Không yêu cầu,Hà Nội,100-499 nhân viên,7 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer-nu-khong-yeu-cau-kinh-nghiem-upto-12-trieu/1540700.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Marketing / Truyền thông / Quảng cáo,Không yêu cầu,Hồ Chí Minh,500-1000 nhân viên,6 - 32 triệu,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-website-duoc-dao-tao/1604956.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Trên 5 năm,Hà Nội,500-1000 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/solution-architect-english-required/1652763.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,"Tới 2,500 USD",https://www.topcv.vn/viec-lam/brse-ky-su-cau-noi-tieng-nhat-tu-n3/1577614.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,100-499 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-bao-bi-nganh-duoc/1652066.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-mang-digital-marketing/1652050.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/seo-youtube/1651709.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,25-99 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1605418.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/banlekythuatsofpt/tuyen-dung/nhan-vien-ho-tro-ky-thuat-bien-hoa-dong-nai-j1652383.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Viễn thông,2 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/project-management-engineer/1605072.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-it-project-coordinator-dieu-phoi-du-an-tai-ha-noi/1651061.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
IT - Phần mềm,Dưới 1 năm,Hà Nội,100-499 nhân viên,8 - 11 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-giam-sat-he-thong-operation-engineer/1116133.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355197
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-kinh-doanh-cong-nghe/1651077.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Hà Nội,25-99 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-video-motion-effect-designer/1556041.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Xây dựng,1 năm,Hà Nội,10-24 nhân viên,8 - 20 triệu,https://www.topcv.vn/viec-lam/game-2d-artist/1473050.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Tới 25 triệu,https://www.topcv.vn/viec-lam/ux-ui-designer/1652022.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Tới 20 triệu,https://www.topcv.vn/viec-lam/truong-nhom-kiem-thu-phan-mem-test-lead/1651398.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,18 - 20 triệu,https://www.topcv.vn/viec-lam/vtc-game-tuyen-dung-game-designer/1651917.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hà Nội,500-1000 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/moodle-developer/1651877.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Điện tử / Điện lạnh,2 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/pre-sales-engineer-esg-report-platform/1651798.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-lam-thu-2-thu-6/1651799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/designer-linh-vuc-my-pham/1651781.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,4 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-fullstack-developer/1651768.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Thời trang,2 năm,Hà Nội,500-1000 nhân viên,15 - 18 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-do-hoa-graphic-designer-2d/1651763.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Trà Vinh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ctv-thiet-ke-va-sang-tao/1651729.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,1 năm,"Hà Nội, Hồ Chí Minh",25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-noi-that/1651682.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/business-analyst-korean-good/1650356.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Xây dựng,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-quy-hoach-xay-dung/1650559.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-phan-mem-y-te/1580937.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hồ Chí Minh,10-24 nhân viên,15 - 30 triệu,https://www.topcv.vn/viec-lam/unity-developer/694652.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,20 - 35 triệu,https://www.topcv.vn/viec-lam/ruby-developer-middle/1651565.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hồ Chí Minh,100-499 nhân viên,25 - 35 triệu,https://www.topcv.vn/viec-lam/cobol-developer/1651552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/ui-ux-designer/1651553.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,15 - 35 triệu,https://www.topcv.vn/viec-lam/it-comtor-japanese-dinh-huong-brse-pm-ba-leader/1651501.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-saas-du-an/1651492.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/sale-marketing/1651494.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,100-499 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-graphic-design/1115888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/junior-ui-ux-designer/1651465.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/congtycpbpomatbao/tuyen-dung/senior-cloud-solution-microsoft-solution-service-delivery-j1651971.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,Dưới 1 năm,Hà Nội,1000+ nhân viên,13 - 27 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-co-data/1651979.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,2 năm,Hà Nội,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-saas/1650404.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
Bất động sản,2 năm,Hà Nội,1000+ nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-graphic-designer/1602308.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-san-pham/1650409.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
IT - Phần mềm,5 năm,Hà Nội,25-99 nhân viên,Tới 30 triệu,https://www.topcv.vn/viec-lam/dev-leader-senior-java-developer/1651409.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/tech-lead-angular/1651366.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355200
